Country,Year,Beginning Stocks,Arabica Production,Robusta Production,Other Production,Production,Bean Imports,Roast & Ground Imports,Soluble Imports,Imports,Total Supply,Bean Exports,Roast & Ground Exports,Soluble Exports,Exports,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Domestic Consumption,Ending Stocks,Total Distribution
El Salvador,2010,48,1860,0,0,1860,10,14,180,204,2112,1750,2,0,1752,167,180,347,13,2112
Equatorial Guinea,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,2010,70,6125,0,0,6125,0,0,0,0,6195,3235,0,0,3235,2860,0,2860,100,6195
European Union,2010,10850,0,0,0,0,44610,0,0,44610,55460,0,880,330,1210,39390,1960,41350,12900,55460
Gabon,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,2010,0,0,0,0,0,55,0,0,55,55,0,0,0,0,55,0,55,0,55
Ghana,2010,4,0,57,0,57,0,0,0,0,61,57,0,0,57,1,0,1,3,61
Guatemala,2010,227,3950,10,0,3960,0,0,200,200,4387,3650,0,75,3725,225,200,425,237,4387
Guinea,2010,7,0,325,0,325,0,0,0,0,332,300,0,0,300,30,0,30,2,332
Guyana,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,2010,25,350,0,0,350,0,0,0,0,375,7,0,0,7,343,0,343,25,375
Honduras,2010,218,3975,0,0,3975,0,8,15,23,4216,3900,0,0,3900,271,15,286,30,4216
India,2010,2633,1570,3465,0,5035,820,0,0,820,8488,4160,5,1350,5515,1026,205,1231,1742,8488
Indonesia,2010,1603,1375,7950,0,9325,160,0,375,535,11463,7415,10,2305,9730,1175,475,1650,83,11463
Iran,2010,0,0,0,0,0,25,0,220,245,245,0,0,0,0,40,205,245,0,245
Jamaica,2010,0,23,0,0,23,0,0,0,0,23,18,0,0,18,5,0,5,0,23
Japan,2010,1950,0,0,0,0,6900,115,560,7575,9525,0,0,0,0,6455,560,7015,2510,9525
Jordan,2010,0,0,0,0,0,210,0,130,340,340,0,0,0,0,210,130,340,0,340
Kazakhstan,2010,0,0,0,0,0,0,0,190,190,190,0,0,0,0,0,190,190,0,190
Kenya,2010,392,710,0,0,710,0,0,20,20,1122,650,0,0,650,30,20,50,422,1122
"Korea, South",2010,0,0,0,0,0,1810,100,0,1910,1910,0,0,0,0,1910,0,1910,0,1910
Kosovo,2010,0,0,0,0,0,50,0,0,50,50,0,0,0,0,50,0,50,0,50
Laos,2010,0,0,500,0,500,0,0,0,0,500,400,0,0,400,100,0,100,0,500
Liberia,2010,0,0,4,0,4,0,0,0,0,4,4,0,0,4,0,0,0,0,4
Madagascar,2010,22,25,525,0,550,0,0,0,0,572,105,0,0,105,455,0,455,12,572
Malawi,2010,0,24,0,0,24,0,0,0,0,24,23,0,0,23,1,0,1,0,24
Malaysia,2010,0,0,1100,0,1100,1030,0,0,1030,2130,0,0,1675,1675,0,455,455,0,2130
Mexico,2010,124,3800,200,0,4000,975,20,150,1145,5269,1735,100,725,2560,950,1670,2620,89,5269
Montenegro,2010,0,0,0,0,0,155,0,0,155,155,0,0,0,0,155,0,155,0,155
Morocco,2010,0,0,0,0,0,540,15,0,555,555,0,0,0,0,555,0,555,0,555
New Caledonia,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2010,0,0,0,0,0,150,15,120,285,285,0,0,0,0,165,120,285,0,285
Nicaragua,2010,37,1740,0,0,1740,30,0,20,50,1827,1525,10,140,1675,110,20,130,22,1827
Nigeria,2010,0,0,30,0,30,0,0,0,0,30,2,0,0,2,23,5,28,0,30
North Macedonia,2010,0,0,0,0,0,105,0,0,105,105,0,0,0,0,105,0,105,0,105
Norway,2010,0,0,0,0,0,610,95,90,795,795,0,0,0,0,705,90,795,0,795
Panama,2010,0,125,0,0,125,0,0,10,10,135,37,15,0,52,73,10,83,0,135
Papua New Guinea,2010,36,825,40,0,865,0,0,0,0,901,850,0,0,850,30,0,30,21,901
Paraguay,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2010,74,4100,0,0,4100,0,0,0,0,4174,3880,0,0,3880,10,160,170,124,4174
Philippines,2010,470,35,425,0,460,360,0,1625,1985,2915,0,0,0,0,125,2700,2825,90,2915
Russia,2010,0,0,0,0,0,1540,165,2650,4355,4355,0,0,0,0,1705,2650,4355,0,4355
Rwanda,2010,0,317,0,0,317,0,0,0,0,317,317,0,0,317,0,0,0,0,317
Saudi Arabia,2010,0,0,0,0,0,550,15,0,565,565,0,0,0,0,565,0,565,0,565
Senegal,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,2010,0,0,0,0,0,535,0,165,700,700,0,0,0,0,535,165,700,0,700
Sierra Leone,2010,0,0,45,0,45,0,0,0,0,45,25,0,0,25,20,0,20,0,45
Singapore,2010,0,0,0,0,0,25,0,0,25,25,0,0,0,0,25,0,25,0,25
South Africa,2010,0,0,0,0,0,385,0,150,535,535,0,0,0,0,385,150,535,0,535
Sri Lanka,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,2010,0,0,0,0,0,2160,0,0,2160,2160,0,590,0,590,1570,0,1570,0,2160
Taiwan,2010,0,0,0,0,0,265,40,0,305,305,0,0,0,0,305,0,305,0,305
Tanzania,2010,40,600,450,0,1050,0,0,0,0,1090,1000,0,5,1005,35,0,35,50,1090
Thailand,2010,0,0,1000,0,1000,1000,5,0,1005,2005,0,0,1520,1520,185,300,485,0,2005
Togo,2010,0,0,615,0,615,0,0,0,0,615,615,0,0,615,0,0,0,0,615
Trinidad and Tobago,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2010,0,0,0,0,0,315,25,0,340,340,0,0,0,0,340,0,340,0,340
Uganda,2010,701,644,2568,0,3212,0,0,0,0,3913,3150,0,0,3150,150,0,150,613,3913
Ukraine,2010,0,0,0,0,0,100,315,1270,1685,1685,0,0,0,0,415,1270,1685,0,1685
United Kingdom,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,2010,4250,53,0,0,53,22460,0,650,23110,27413,0,450,0,450,21733,650,22383,4580,27413
Uruguay,2010,0,0,0,0,0,15,0,0,15,15,0,0,0,0,15,0,15,0,15
Venezuela,2010,390,625,0,0,625,620,1,1,622,1637,100,0,0,100,1280,25,1305,232,1637
Vietnam,2010,1012,650,18765,0,19415,175,0,175,350,20777,18215,85,340,18640,1200,137,1337,800,20777
Yemen,2010,0,145,0,0,145,0,0,0,0,145,20,0,0,20,125,0,125,0,145
Yemen (Sanaa),2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,2011,0,0,0,0,0,100,0,0,100,100,0,0,0,0,100,0,100,0,100
Algeria,2011,0,0,0,0,0,2240,0,30,2270,2270,0,0,0,0,2240,30,2270,0,2270
Angola,2011,5,0,35,0,35,0,0,0,0,40,8,0,0,8,30,0,30,2,40
Argentina,2011,0,0,0,0,0,500,10,240,750,750,0,0,0,0,510,240,750,0,750
Armenia,2011,0,0,0,0,0,170,0,0,170,170,0,0,0,0,170,0,170,0,170
Australia,2011,0,0,0,0,0,1135,155,310,1600,1600,0,0,0,0,1290,310,1600,0,1600
Benin,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2011,19,140,0,0,140,0,0,0,0,159,87,0,0,87,68,0,68,4,159
Bosnia and Herzegovina,2011,0,0,0,0,0,340,0,0,340,340,0,0,0,0,340,0,340,0,340
Brazil,2011,2906,34700,14500,0,49200,0,0,0,0,52106,26556,51,3236,29843,18905,1120,20025,2238,52106
Burundi,2011,15,210,0,0,210,0,0,0,0,225,205,0,0,205,5,0,5,15,225
Cameroon,2011,34,90,645,0,735,0,0,0,0,769,670,0,0,670,70,5,75,24,769
Canada,2011,0,0,0,0,0,2225,780,1165,4170,4170,0,0,0,0,3005,1165,4170,0,4170
Central African Republic,2011,87,0,10,0,10,0,0,0,0,97,7,0,0,7,30,0,30,60,97
Chile,2011,0,0,0,0,0,165,0,0,165,165,0,0,0,0,165,0,165,0,165
China,2011,0,1090,0,0,1090,623,74,383,1080,2170,897,26,156,1079,641,450,1091,0,2170
Colombia,2011,99,7655,0,0,7655,1060,0,55,1115,8869,6675,75,610,7360,960,300,1260,249,8869
Congo (Brazzaville),2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),2011,24,90,165,0,255,0,0,0,0,279,69,0,0,69,200,0,200,10,279
Costa Rica,2011,200,1775,0,0,1775,61,6,22,89,2064,1455,10,0,1465,337,22,359,240,2064
Cote d'Ivoire,2011,408,0,1600,0,1600,0,0,0,0,2008,1290,0,330,1620,300,0,300,88,2008
Croatia,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2011,0,170,0,0,170,0,0,0,0,170,11,0,0,11,159,0,159,0,170
Dominican Republic,2011,0,500,0,0,500,0,0,0,0,500,47,0,0,47,453,0,453,0,500
Ecuador,2011,143,400,230,0,630,1150,0,75,1225,1998,575,0,975,1550,25,214,239,209,1998
Egypt,2011,0,0,0,0,0,500,0,0,500,500,0,0,0,0,500,0,500,0,500
El Salvador,2011,13,1200,0,0,1200,0,11,170,181,1394,1065,0,0,1065,141,170,311,18,1394
Equatorial Guinea,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,2011,100,6320,0,0,6320,0,0,0,0,6420,3140,0,0,3140,3050,0,3050,230,6420
European Union,2011,12900,0,0,0,0,43950,0,0,43950,56850,0,960,240,1200,43005,2245,45250,10400,56850
Gabon,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,2011,0,0,0,0,0,60,0,0,60,60,0,0,0,0,60,0,60,0,60
Ghana,2011,3,0,70,0,70,0,0,0,0,73,70,0,0,70,1,0,1,2,73
Guatemala,2011,237,4400,10,0,4410,0,0,180,180,4827,3800,0,40,3840,400,200,600,387,4827
Guinea,2011,2,0,425,0,425,0,0,0,0,427,380,0,0,380,35,0,35,12,427
Guyana,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,2011,25,350,0,0,350,0,0,0,0,375,9,0,0,9,341,0,341,25,375
Honduras,2011,30,5600,0,0,5600,0,0,15,15,5645,5290,0,0,5290,250,15,265,90,5645
India,2011,1742,1690,3540,0,5230,879,1,12,892,7864,3735,4,1484,5223,788,380,1168,1473,7864
Indonesia,2011,83,1300,6670,0,7970,700,135,470,1305,9358,4620,25,2500,7145,1655,470,2125,88,9358
Iran,2011,0,0,0,0,0,40,0,220,260,260,0,0,0,0,40,220,260,0,260
Jamaica,2011,0,20,0,0,20,0,0,0,0,20,17,0,0,17,3,0,3,0,20
Japan,2011,2510,0,0,0,0,5965,125,590,6680,9190,0,0,0,0,6460,590,7050,2140,9190
Jordan,2011,0,0,0,0,0,190,0,160,350,350,0,0,0,0,190,160,350,0,350
Kazakhstan,2011,0,0,0,0,0,0,0,215,215,215,0,0,0,0,0,215,215,0,215
Kenya,2011,422,750,0,0,750,0,0,25,25,1197,800,0,0,800,35,25,60,337,1197
"Korea, South",2011,0,0,0,0,0,1675,110,0,1785,1785,0,0,0,0,1785,0,1785,0,1785
Kosovo,2011,0,0,0,0,0,90,0,0,90,90,0,0,0,0,90,0,90,0,90
Laos,2011,0,0,450,0,450,0,0,0,0,450,350,0,0,350,100,0,100,0,450
Liberia,2011,0,0,5,0,5,0,0,0,0,5,5,0,0,5,0,0,0,0,5
Madagascar,2011,12,25,525,0,550,0,0,0,0,562,105,0,0,105,450,0,450,7,562
Malawi,2011,0,21,0,0,21,0,0,0,0,21,20,0,0,20,1,0,1,0,21
Malaysia,2011,0,0,1450,0,1450,1125,0,0,1125,2575,0,0,1950,1950,0,625,625,0,2575
Mexico,2011,89,4100,200,0,4300,1125,25,175,1325,5714,2525,50,790,3365,775,1512,2287,62,5714
Montenegro,2011,0,0,0,0,0,90,0,0,90,90,0,0,0,0,90,0,90,0,90
Morocco,2011,0,0,0,0,0,700,15,0,715,715,0,0,0,0,715,0,715,0,715
New Caledonia,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2011,0,0,0,0,0,170,15,125,310,310,0,0,0,0,185,125,310,0,310
Nicaragua,2011,22,2100,0,0,2100,25,0,10,35,2157,1675,15,105,1795,100,10,110,252,2157
Nigeria,2011,0,0,40,0,40,0,0,0,0,40,7,0,0,7,28,5,33,0,40
North Macedonia,2011,0,0,0,0,0,110,0,0,110,110,0,0,0,0,110,0,110,0,110
Norway,2011,0,0,0,0,0,570,105,85,760,760,0,0,0,0,675,85,760,0,760
Panama,2011,0,100,0,0,100,20,0,15,35,135,30,15,0,45,75,15,90,0,135
Papua New Guinea,2011,21,1350,50,0,1400,0,0,0,0,1421,1350,0,0,1350,40,0,40,31,1421
Paraguay,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2011,124,5200,0,0,5200,0,0,0,0,5324,5140,0,0,5140,10,160,170,14,5324
Philippines,2011,90,30,425,0,455,510,0,2770,3280,3825,0,0,0,0,100,3560,3660,165,3825
Russia,2011,0,0,0,0,0,1720,165,1980,3865,3865,0,0,0,0,1885,1980,3865,0,3865
Rwanda,2011,0,245,0,0,245,0,0,0,0,245,245,0,0,245,0,0,0,0,245
Saudi Arabia,2011,0,0,0,0,0,665,20,0,685,685,0,0,0,0,685,0,685,0,685
Senegal,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,2011,0,0,0,0,0,570,0,185,755,755,0,0,0,0,570,185,755,0,755
Sierra Leone,2011,0,0,90,0,90,0,0,0,0,90,69,0,0,69,21,0,21,0,90
Singapore,2011,0,0,0,0,0,150,0,0,150,150,0,0,0,0,150,0,150,0,150
South Africa,2011,0,0,0,0,0,335,0,165,500,500,0,0,0,0,335,165,500,0,500
Sri Lanka,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,2011,0,0,0,0,0,2140,0,0,2140,2140,0,680,0,680,1460,0,1460,0,2140
Taiwan,2011,0,0,0,0,0,260,45,0,305,305,0,0,0,0,305,0,305,0,305
Tanzania,2011,50,365,200,0,565,0,0,0,0,615,520,0,5,525,45,0,45,45,615
Thailand,2011,0,0,1000,0,1000,700,5,0,705,1705,0,0,1235,1235,200,270,470,0,1705
Togo,2011,0,0,560,0,560,0,0,0,0,560,560,0,0,560,0,0,0,0,560
Trinidad and Tobago,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2011,0,0,0,0,0,350,25,0,375,375,0,0,0,0,375,0,375,0,375
Uganda,2011,613,875,2200,0,3075,0,0,0,0,3688,3000,0,0,3000,150,0,150,538,3688
Ukraine,2011,0,0,0,0,0,115,310,1000,1425,1425,0,0,0,0,425,1000,1425,0,1425
United Kingdom,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,2011,4580,46,0,0,46,23700,0,125,23825,28451,0,405,0,405,22821,125,22946,5100,28451
Uruguay,2011,0,0,0,0,0,15,0,0,15,15,0,0,0,0,15,0,15,0,15
Venezuela,2011,232,700,0,0,700,570,1,5,576,1508,100,0,0,100,1285,20,1305,103,1508
Vietnam,2011,800,800,25200,0,26000,200,0,250,450,27250,23950,95,450,24495,1480,185,1665,1090,27250
Yemen,2011,0,135,0,0,135,0,0,0,0,135,15,0,0,15,120,0,120,0,135
Yemen (Sanaa),2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,2012,0,0,0,0,0,75,0,0,75,75,0,0,0,0,75,0,75,0,75
Algeria,2012,0,0,0,0,0,1915,0,30,1945,1945,0,0,0,0,1915,30,1945,0,1945
Angola,2012,2,0,29,0,29,0,0,0,0,31,8,0,0,8,22,0,22,1,31
Argentina,2012,0,0,0,0,0,565,10,260,835,835,0,0,0,0,575,260,835,0,835
Armenia,2012,0,0,0,0,0,140,0,0,140,140,0,0,0,0,140,0,140,0,140
Australia,2012,0,0,0,0,0,1180,170,310,1660,1660,0,0,0,0,1350,310,1660,0,1660
Benin,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2012,4,115,0,0,115,0,0,0,0,119,56,0,0,56,59,0,59,4,119
Bosnia and Herzegovina,2012,0,0,0,0,0,340,0,0,340,340,0,0,0,0,340,0,340,0,340
Brazil,2012,2238,42100,15500,0,57600,0,0,0,0,59838,27143,31,3486,30660,19000,1110,20110,9068,59838
Burundi,2012,15,235,0,0,235,0,0,0,0,250,240,0,0,240,5,0,5,5,250
Cameroon,2012,24,50,485,0,535,0,0,0,0,559,470,0,0,470,60,5,65,24,559
Canada,2012,0,0,0,0,0,2330,675,1225,4230,4230,0,0,0,0,3005,1225,4230,0,4230
Central African Republic,2012,60,0,7,0,7,0,0,0,0,67,2,0,0,2,35,0,35,30,67
Chile,2012,0,0,0,0,0,250,0,0,250,250,0,0,0,0,250,0,250,0,250
China,2012,0,1535,0,0,1535,930,79,552,1561,3096,1236,54,178,1468,1000,628,1628,0,3096
Colombia,2012,249,9927,0,0,9927,590,0,60,650,10826,8100,85,670,8855,900,300,1200,771,10826
Congo (Brazzaville),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),2012,10,80,150,0,230,0,0,0,0,240,59,0,0,59,171,0,171,10,240
Costa Rica,2012,240,1675,0,0,1675,20,11,24,55,1970,1400,11,0,1411,345,24,369,190,1970
Cote d'Ivoire,2012,88,0,1750,0,1750,0,0,0,0,1838,1340,0,340,1680,108,0,108,50,1838
Croatia,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2012,0,125,0,0,125,0,0,0,0,125,13,0,0,13,112,0,112,0,125
Dominican Republic,2012,0,475,0,0,475,0,0,0,0,475,36,0,0,36,439,0,439,0,475
Ecuador,2012,209,315,150,0,465,1350,0,70,1420,2094,450,0,1075,1525,35,225,260,309,2094
Egypt,2012,0,0,0,0,0,450,0,0,450,450,0,0,0,0,450,0,450,0,450
El Salvador,2012,18,1250,0,0,1250,0,10,160,170,1438,1185,0,0,1185,75,160,235,18,1438
Equatorial Guinea,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,2012,230,6500,0,0,6500,0,0,0,0,6730,3500,0,0,3500,3130,0,3130,100,6730
European Union,2012,10400,0,0,0,0,45070,0,0,45070,55470,0,1070,280,1350,40930,2345,43275,10845,55470
Gabon,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,2012,0,0,0,0,0,60,0,0,60,60,0,0,0,0,60,0,60,0,60
Ghana,2012,2,0,30,0,30,0,0,0,0,32,25,0,0,25,1,0,1,6,32
Guatemala,2012,387,4000,10,0,4010,0,0,185,185,4582,3750,0,20,3770,400,200,600,212,4582
Guinea,2012,12,0,165,0,165,0,0,0,0,177,143,0,0,143,25,0,25,9,177
Guyana,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,2012,25,325,0,0,325,0,0,0,0,350,7,0,0,7,328,0,328,15,350
Honduras,2012,90,4725,0,0,4725,0,0,15,15,4830,4480,0,0,4480,195,15,210,140,4830
India,2012,1473,1643,3660,0,5303,1130,3,31,1164,7940,3420,3,1435,4858,750,350,1100,1982,7940
Indonesia,2012,88,2000,9900,0,11900,470,150,630,1250,13238,8290,35,2000,10325,2170,645,2815,98,13238
Iran,2012,0,0,0,0,0,40,0,160,200,200,0,0,0,0,40,160,200,0,200
Jamaica,2012,0,25,0,0,25,0,0,0,0,25,20,0,0,20,5,0,5,0,25
Japan,2012,2140,0,0,0,0,7520,135,750,8405,10545,0,0,0,0,6815,750,7565,2980,10545
Jordan,2012,0,0,0,0,0,370,0,200,570,570,0,0,0,0,370,200,570,0,570
Kazakhstan,2012,0,0,0,0,0,0,0,175,175,175,0,0,0,0,0,175,175,0,175
Kenya,2012,337,660,0,0,660,0,0,20,20,1017,825,0,0,825,17,20,37,155,1017
"Korea, South",2012,0,0,0,0,0,1715,110,0,1825,1825,0,0,0,0,1825,0,1825,0,1825
Kosovo,2012,0,0,0,0,0,125,0,0,125,125,0,0,0,0,125,0,125,0,125
Laos,2012,0,0,460,0,460,0,0,0,0,460,360,0,0,360,100,0,100,0,460
Liberia,2012,0,0,5,0,5,0,0,0,0,5,5,0,0,5,0,0,0,0,5
Madagascar,2012,7,25,500,0,525,0,0,0,0,532,100,0,0,100,425,0,425,7,532
Malawi,2012,0,25,0,0,25,0,0,0,0,25,24,0,0,24,1,0,1,0,25
Malaysia,2012,0,0,1400,0,1400,1375,0,0,1375,2775,0,0,2150,2150,0,625,625,0,2775
Mexico,2012,62,4450,200,0,4650,850,55,230,1135,5847,2575,126,915,3616,710,1460,2170,61,5847
Montenegro,2012,0,0,0,0,0,70,0,0,70,70,0,0,0,0,70,0,70,0,70
Morocco,2012,0,0,0,0,0,690,15,0,705,705,0,0,0,0,705,0,705,0,705
New Caledonia,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2012,0,0,0,0,0,175,15,115,305,305,0,0,0,0,190,115,305,0,305
Nicaragua,2012,252,1925,0,0,1925,20,0,10,30,2207,1950,15,120,2085,95,10,105,17,2207
Nigeria,2012,0,0,30,0,30,0,0,0,0,30,1,0,0,1,27,2,29,0,30
North Macedonia,2012,0,0,0,0,0,120,0,0,120,120,0,0,0,0,120,0,120,0,120
Norway,2012,0,0,0,0,0,550,110,80,740,740,0,0,0,0,660,80,740,0,740
Panama,2012,0,100,0,0,100,10,0,10,20,120,27,15,0,42,68,10,78,0,120
Papua New Guinea,2012,31,775,50,0,825,0,0,0,0,856,775,0,0,775,45,0,45,36,856
Paraguay,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2012,14,4300,0,0,4300,0,0,0,0,4314,4100,0,0,4100,10,160,170,44,4314
Philippines,2012,165,30,425,0,455,480,0,3400,3880,4500,0,0,0,0,100,4305,4405,95,4500
Russia,2012,0,0,0,0,0,2050,180,1900,4130,4130,0,0,0,0,2230,1900,4130,0,4130
Rwanda,2012,0,260,0,0,260,0,0,0,0,260,260,0,0,260,0,0,0,0,260
Saudi Arabia,2012,0,0,0,0,0,615,20,0,635,635,0,0,0,0,635,0,635,0,635
Senegal,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serbia,2012,0,0,0,0,0,520,0,220,740,740,0,0,0,0,520,220,740,0,740
Sierra Leone,2012,0,0,70,0,70,0,0,0,0,70,50,0,0,50,20,0,20,0,70
Singapore,2012,0,0,0,0,0,115,0,0,115,115,0,0,0,0,115,0,115,0,115
South Africa,2012,0,0,0,0,0,335,0,210,545,545,0,0,0,0,335,210,545,0,545
Sri Lanka,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,2012,0,0,0,0,0,2310,0,0,2310,2310,0,810,0,810,1500,0,1500,0,2310
Taiwan,2012,0,0,0,0,0,310,55,0,365,365,0,0,0,0,365,0,365,0,365
Tanzania,2012,45,610,570,0,1180,0,0,0,0,1225,915,0,5,920,50,0,50,255,1225
Thailand,2012,0,0,1000,0,1000,1200,10,0,1210,2210,0,0,1700,1700,225,285,510,0,2210
Togo,2012,0,0,200,0,200,0,0,0,0,200,200,0,0,200,0,0,0,0,200
Trinidad and Tobago,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2012,0,0,0,0,0,460,30,0,490,490,0,0,0,0,490,0,490,0,490
Uganda,2012,538,800,2800,0,3600,0,0,0,0,4138,3575,0,0,3575,200,0,200,363,4138
Ukraine,2012,0,0,0,0,0,130,340,785,1255,1255,0,0,0,0,470,785,1255,0,1255
United Kingdom,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,2012,5100,42,0,0,42,23360,0,340,23700,28842,0,365,0,365,22687,340,23027,5450,28842
Uruguay,2012,0,0,0,0,0,20,0,0,20,20,0,0,0,0,20,0,20,0,20
Venezuela,2012,103,730,0,0,730,600,1,5,606,1439,80,0,0,80,1285,5,1290,69,1439
Vietnam,2012,1090,900,25600,0,26500,642,22,160,824,28414,23783,110,750,24643,1625,200,1825,1946,28414
Yemen,2012,0,140,0,0,140,0,0,0,0,140,15,0,0,15,125,0,125,0,140
Yemen (Sanaa),2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,2013,0,0,0,0,0,90,0,0,90,90,0,0,0,0,90,0,90,0,90
Algeria,2013,0,0,0,0,0,2265,0,35,2300,2300,0,0,0,0,2275,25,2300,0,2300
Angola,2013,1,0,31,0,31,0,0,0,0,32,5,0,0,5,27,0,27,0,32
Argentina,2013,0,0,0,0,0,415,10,260,685,685,0,0,0,0,430,255,685,0,685
Armenia,2013,0,0,0,0,0,200,0,0,200,200,0,0,0,0,200,0,200,0,200
Australia,2013,0,0,0,0,0,1185,180,250,1615,1615,0,0,0,0,1365,250,1615,0,1615
Benin,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2013,4,128,0,0,128,0,0,0,0,132,70,0,0,70,62,0,62,0,132
Bosnia and Herzegovina,2013,0,0,0,0,0,350,0,0,350,350,0,0,0,0,350,0,350,0,350
Brazil,2013,9068,41800,15400,0,57200,0,34,0,34,66302,30600,30,3516,34146,19130,1080,20210,11946,66302
Burundi,2013,5,185,0,0,185,0,0,0,0,190,180,0,0,180,5,0,5,5,190
Cameroon,2013,24,50,375,0,425,0,0,0,0,449,350,0,0,350,69,5,74,25,449
Canada,2013,0,0,0,0,0,2525,730,1350,4605,4605,0,0,0,0,3255,1350,4605,0,4605
Central African Republic,2013,30,0,6,0,6,0,0,0,0,36,1,0,0,1,20,0,20,15,36
Chile,2013,0,0,0,0,0,210,0,0,210,210,0,0,0,0,210,0,210,0,210
China,2013,0,1947,0,0,1947,910,93,679,1682,3629,1015,81,252,1348,1306,875,2181,100,3629
Colombia,2013,771,12075,0,0,12075,355,0,100,455,13301,10300,80,660,11040,1000,300,1300,961,13301
Congo (Brazzaville),2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),2013,10,70,170,0,240,0,0,0,0,250,70,0,0,70,170,0,170,10,250
Costa Rica,2013,190,1450,0,0,1450,170,12,28,210,1850,1225,40,0,1265,427,28,455,130,1850
Cote d'Ivoire,2013,50,0,1675,0,1675,0,0,0,0,1725,1250,0,320,1570,100,0,100,55,1725
Croatia,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2013,0,150,0,0,150,0,0,0,0,150,14,0,0,14,136,0,136,0,150
Dominican Republic,2013,0,275,0,0,275,0,0,0,0,275,23,0,0,23,252,0,252,0,275
